name,vacancy_rate,rental_stock,population,rental_pop,region,state
St Arnaud,0.08,1,2190.0,18.52,Northern Grampians,Victoria
Stawell,0.64,20,6030.0,23.0,Northern Grampians,Victoria
Irymple,0.44,12,5324.0,15.0,Mildura,Victoria
Merbein,0.15,2,2716.0,20.47,Mildura,Victoria
Red Cliffs,0.67,17,5065.0,21.03,Mildura,Victoria
Mildura,1.14,198,32740.0,31.47,Mildura,Victoria
Gannawarra,,0,90.0,50.0,Gannawarra,Victoria
Kerang,0.19,4,3899.0,19.53,Gannawarra,Victoria
Robinvale,,0,3087.0,29.25,Swan Hill,Victoria
Swan Hill,0.34,18,10904.0,28.44,Swan Hill,Victoria
Echuca,0.35,26,14042.0,24.95,Campaspe,Victoria
Kyabram,0.36,13,7337.0,22.41,Campaspe,Victoria
Lockington,,0,810.0,16.53,Campaspe,Victoria
Gunbower,,0,559.0,10.36,Campaspe,Victoria
Rochester,0.19,3,3115.0,16.83,Campaspe,Victoria
Rushworth,0.25,2,1330.0,12.92,Campaspe,Victoria
Cobram,0.35,12,6017.0,24.57,Moira,Victoria
Numurkah,0.18,4,4474.0,22.5,Moira,Victoria
Yarrawonga,0.81,42,7930.0,20.09,Moira,Victoria
Mooroopna,0.53,22,7938.0,26.9,Greater Shepparton,Victoria
Shepparton,1.1,164,31193.0,31.28,Greater Shepparton,Victoria
Kialla,0.54,19,6819.0,13.25,Greater Shepparton,Victoria
Portland,0.52,28,9709.0,24.89,Glenelg,Victoria
Colac,0.44,21,9048.0,24.42,Colac-Otway,Victoria
Warrnambool,0.54,88,29661.0,27.63,Warrnambool,Victoria
Alexandra Hills,0.57,37,16256.0,20.81,Redland,Queensland
Gumdale,0.27,2,2121.0,9.94,Brisbane,Queensland
Birkdale,0.48,29,14500.0,20.32,Redland,Queensland
Capalaba,0.57,43,17335.0,24.2,Redland,Queensland
Thorneside,0.57,10,3764.0,28.88,Redland,Queensland
Wellington Point,0.39,19,12348.0,20.24,Redland,Queensland
Cleveland,0.62,50,14797.0,30.1,Redland,Queensland
Ormiston,0.6,17,5789.0,19.04,Redland,Queensland
Redland Bay,0.5,35,14959.0,22.01,Redland,Queensland
Sheldon,,0,1699.0,6.06,Redland,Queensland
Mount Cotton,0.33,8,6832.0,15.57,Redland,Queensland
Thornlands,0.49,36,14692.0,22.24,Redland,Queensland
Victoria Point,0.53,37,15020.0,25.86,Redland,Queensland
North Stradbroke Island,,0,134.0,17.27,Redland,Queensland
Southern Moreton Bay Islands,,0,,,Gold Coast,Queensland
Lytton,,0,5.0,,Brisbane,Queensland
Lota,0.38,5,3254.0,23.02,Brisbane,Queensland
Manly West,0.48,24,11972.0,24.12,Brisbane,Queensland
Murarrie,0.97,20,4304.0,29.67,Brisbane,Queensland
Tingalpa,0.66,24,8295.0,24.83,Brisbane,Queensland
Wakerley,0.66,21,8451.0,23.69,Brisbane,Queensland
Wynnum,1.07,67,12913.0,32.52,Brisbane,Queensland
Wynnum West,0.52,28,12289.0,28.87,Brisbane,Queensland
Hemmant,0.8,9,2382.0,23.28,Brisbane,Queensland
Bald Hills,0.85,23,6504.0,23.7,Brisbane,Queensland
Bridgeman Downs,0.56,24,8441.0,12.87,Brisbane,Queensland
Carseldine,0.71,31,9538.0,27.03,Brisbane,Queensland
Everton Park,1.69,79,8868.0,32.68,Brisbane,Queensland
McDowall,1.21,37,7236.0,18.2,Brisbane,Queensland
Aspley,0.81,44,12113.0,24.15,Brisbane,Queensland
Chermside,1.45,96,9320.0,54.76,Brisbane,Queensland
Chermside West,0.94,26,6457.0,20.04,Brisbane,Queensland
Geebung,0.94,18,4628.0,24.33,Brisbane,Queensland
Kedron,1.32,61,9354.0,38.05,Brisbane,Queensland
Gordon Park,1.05,21,4234.0,38.4,Brisbane,Queensland
Stafford,1.19,41,6562.0,43.2,Brisbane,Queensland
Stafford Heights,1.22,35,6831.0,24.9,Brisbane,Queensland
Wavell Heights,0.9,36,9690.0,24.85,Brisbane,Queensland
Boondall,0.95,38,9223.0,25.59,Brisbane,Queensland
Brisbane Airport,,0,,,Brisbane,Queensland
Pinkenba,,0,368.0,30.65,Brisbane,Queensland
Northgate,0.2,5,6225.0,26.54,Port Adelaide Enfield,South Australia
Virginia,0.74,7,2205.0,21.66,Brisbane,Queensland
Nudgee,1.54,28,3575.0,22.18,Brisbane,Queensland
Banyo,0.66,17,5863.0,27.46,Brisbane,Queensland
Nundah,1.32,99,12144.0,49.5,Brisbane,Queensland
Bracken Ridge,0.68,45,16936.0,23.34,Brisbane,Queensland
Deagon,1.5,27,3680.0,28.34,Brisbane,Queensland
Sandgate,0.75,16,4902.0,31.23,Brisbane,Queensland
Shorncliffe,0.74,6,1872.0,26.79,Brisbane,Queensland
Taigum,0.54,20,6494.0,34.78,Brisbane,Queensland
Fitzgibbon,1.28,35,5657.0,31.59,Brisbane,Queensland
Zillmere,1.38,61,8969.0,48.76,Brisbane,Queensland
Camp Hill,1.01,47,11199.0,25.31,Brisbane,Queensland
Cannon Hill,1.36,45,5534.0,27.23,Brisbane,Queensland
Carina,1.16,65,11016.0,31.52,Brisbane,Queensland
Carina Heights,1.09,37,6725.0,39.59,Brisbane,Queensland
Carindale,0.76,46,15734.0,14.31,Brisbane,Queensland
Annerley,2.01,115,11332.0,47.29,Brisbane,Queensland
Coorparoo,1.56,136,16282.0,39.6,Brisbane,Queensland
Dutton Park,2.69,30,2027.0,51.5,Brisbane,Queensland
Greenslopes,1.55,74,8933.0,49.04,Brisbane,Queensland
Holland Park,0.99,34,8113.0,32.42,Brisbane,Queensland
Holland Park West,1.42,40,6376.0,31.0,Brisbane,Queensland
Woolloongabba,2.66,140,5634.0,49.44,Brisbane,Queensland
Yeronga,1.34,47,6538.0,37.11,Brisbane,Queensland
Eight Mile Plains,0.93,59,15321.0,31.75,Brisbane,Queensland
Mount Gravatt,1.04,18,3366.0,36.98,Brisbane,Queensland
Rochedale,0.84,24,3176.0,14.6,Brisbane,Queensland
Burbank,,0,1053.0,10.86,Brisbane,Queensland
Upper Mount Gravatt,1.52,73,9237.0,35.99,Brisbane,Queensland
Wishart,0.78,31,10703.0,21.02,Brisbane,Queensland
Coopers Plains,1.56,37,5484.0,40.44,Brisbane,Queensland
Moorooka,1.16,58,10370.0,35.9,Brisbane,Queensland
Salisbury,0.54,22,8207.0,38.75,Salisbury,South Australia
Nathan,1.67,6,1187.0,28.99,Brisbane,Queensland
Tarragindi,0.92,38,10783.0,18.9,Brisbane,Queensland
Algester,0.92,33,8426.0,26.19,Brisbane,Queensland
Calamvale,1.28,87,17122.0,30.15,Brisbane,Queensland
Stretton,0.86,13,4335.0,9.47,Brisbane,Queensland
Pallara,1.09,29,517.0,17.26,Brisbane,Queensland
Willawong,1.75,2,173.0,21.74,Brisbane,Queensland
Parkinson,0.68,27,10879.0,19.34,Brisbane,Queensland
Drewvale,0.43,6,4481.0,21.37,Brisbane,Queensland
Rocklea,1.13,8,1594.0,36.89,Brisbane,Queensland
Acacia Ridge,1.4,45,7427.0,41.14,Brisbane,Queensland
Kuraby,0.71,20,8108.0,23.93,Brisbane,Queensland
Runcorn,1.09,60,14595.0,33.62,Brisbane,Queensland
Sunnybank,1.84,62,8700.0,31.58,Brisbane,Queensland
Sunnybank Hills,1.02,67,18092.0,25.0,Brisbane,Queensland
Jindalee,0.85,17,5314.0,18.05,Brisbane,Queensland
Mount Ommaney,0.32,3,2361.0,13.47,Brisbane,Queensland
Middle Park,1.28,27,4149.0,28.13,Port Phillip,Victoria
Jamboree Heights,0.68,8,3093.0,23.5,Brisbane,Queensland
Riverhills,0.56,9,4044.0,25.25,Brisbane,Queensland
Seventeen Mile Rocks,0.6,6,2721.0,21.39,Brisbane,Queensland
Sinnamon Park,0.63,20,6414.0,16.64,Brisbane,Queensland
Westlake,0.39,6,4368.0,11.3,Brisbane,Queensland
Bellbowrie,0.51,10,5456.0,13.8,Brisbane,Queensland
Moggill,0.6,11,4642.0,21.87,Brisbane,Queensland
Kenmore Hills,0.12,1,2401.0,13.31,Brisbane,Queensland
Chapel Hill,0.75,28,10116.0,13.79,Brisbane,Queensland
Fig Tree Pocket,0.88,13,4050.0,11.46,Brisbane,Queensland
Kenmore,1.07,40,8962.0,15.46,Brisbane,Queensland
Pinjarra Hills,,0,607.0,16.39,Brisbane,Queensland
Pullenvale,0.19,2,3182.0,7.04,Brisbane,Queensland
Chelmer,0.65,7,2997.0,16.86,Brisbane,Queensland
Graceville,0.64,11,4629.0,22.03,Brisbane,Queensland
Corinda,0.72,17,5069.0,27.34,Brisbane,Queensland
Indooroopilly,2.23,148,12244.0,41.15,Brisbane,Queensland
Sherwood,1.03,29,5314.0,34.5,Brisbane,Queensland
St Lucia,4.28,198,12575.0,48.19,Brisbane,Queensland
Taringa,2.35,108,8377.0,45.98,Brisbane,Queensland
Enoggera,0.93,22,5159.0,37.83,Brisbane,Queensland
Enoggera Reservoir,,0,27.0,,Brisbane,Queensland
Keperra,0.58,18,6814.0,30.91,Brisbane,Queensland
Mitchelton,0.95,37,8551.0,33.72,Brisbane,Queensland
The Gap,0.35,4,1712.0,43.33,Alice Springs,Northern Territory
Upper Kedron,0.57,12,4175.0,28.17,Brisbane,Queensland
Ferny Grove,0.47,10,5733.0,20.77,Brisbane,Queensland
Brisbane City,5.23,352,9457.0,46.49,Brisbane,Queensland
Fortitude Valley,2.67,174,6979.0,55.56,Brisbane,Queensland
Highgate Hill,1.82,56,6190.0,45.36,Brisbane,Queensland
Kangaroo Point,2.68,165,8059.0,47.37,Brisbane,Queensland
New Farm,1.68,123,12545.0,45.42,Brisbane,Queensland
South Brisbane,4.29,292,7193.0,52.64,Brisbane,Queensland
Spring Hill,2.99,95,5973.0,51.97,Brisbane,Queensland
West End,,0,513.0,18.98,Greater Geraldton,Western Australia
Balmoral,1.64,29,3894.0,31.69,Brisbane,Queensland
Bulimba,1.6,56,6840.0,35.23,Brisbane,Queensland
East Brisbane,2.58,86,5930.0,45.6,Brisbane,Queensland
Hawthorne,1.51,34,4984.0,36.09,Brisbane,Queensland
Morningside,1.61,90,10477.0,41.71,Brisbane,Queensland
Norman Park,1.56,44,6289.0,30.85,Brisbane,Queensland
Alderley,1.29,39,6116.0,36.42,Brisbane,Queensland
Clayfield,1.24,67,10559.0,38.19,Brisbane,Queensland
Grange,0.67,20,5913.0,23.77,Charles Sturt,South Australia
Hendra,1.41,28,4619.0,22.32,Brisbane,Queensland
Kelvin Grove,3.61,143,7929.0,56.42,Brisbane,Queensland
Herston,2.56,26,2219.0,50.0,Brisbane,Queensland
Newmarket,1.87,44,4980.0,42.2,Brisbane,Queensland
Newstead,0.81,22,5364.0,27.77,Launceston,Tasmania
Bowen Hills,2.09,75,3225.0,62.85,Brisbane,Queensland
Wilston,1.06,17,3931.0,31.16,Brisbane,Queensland
Wooloowin,1.31,28,3946.0,43.4,Brisbane,Queensland
Lutwyche,1.69,50,3456.0,51.42,Brisbane,Queensland
Ashgrove,1.05,55,13038.0,24.48,Brisbane,Queensland
Auchenflower,2.52,73,5872.0,40.89,Brisbane,Queensland
Bardon,0.82,31,9505.0,21.5,Brisbane,Queensland
Milton,3.12,55,2276.0,46.5,Brisbane,Queensland
Toowong,2.92,182,10826.0,45.93,Brisbane,Queensland
Brinsmead,0.76,17,5364.0,21.43,Cairns,Queensland
Clifton Beach,1.23,21,3147.0,34.05,Cairns,Queensland
Kewarra Beach,0.87,26,5648.0,25.4,Cairns,Queensland
Stratford,0.45,7,2620.0,13.11,Wellington,Victoria
Redlynch,0.58,24,9726.0,23.64,Cairns,Queensland
Trinity Beach,1.61,54,5481.0,32.37,Cairns,Queensland
Yorkeys Knob,1.19,20,2757.0,43.18,Cairns,Queensland
Machans Beach,0.53,3,1052.0,20.86,Cairns,Queensland
Bentley Park,0.64,22,8016.0,34.41,Cairns,Queensland
Cairns City,1.77,27,2737.0,27.83,Cairns,Queensland
Earlville,0.49,12,4031.0,32.12,Cairns,Queensland
Bayview Heights,0.65,11,4238.0,16.38,Cairns,Queensland
Edmonton,0.63,32,10752.0,31.38,Cairns,Queensland
Gordonvale,0.49,15,6666.0,25.8,Cairns,Queensland
Kanimbla,0.44,5,2667.0,20.95,Cairns,Queensland
Mooroobool,0.66,20,7221.0,30.82,Cairns,Queensland
Lamb Range,,0,,,Cairns,Queensland
Manoora,0.87,29,6030.0,48.38,Cairns,Queensland
Manunda,0.93,26,5390.0,45.71,Cairns,Queensland
Mount Sheridan,0.61,21,8279.0,27.15,Cairns,Queensland
Westcourt,0.9,19,3921.0,51.45,Cairns,Queensland
Bungalow,1.54,20,2153.0,47.72,Cairns,Queensland
White Rock,,0,798.0,1.37,Bathurst Regional,New South Wales
Whitfield,0.98,19,4280.0,26.9,Cairns,Queensland
Edge Hill,1.09,22,3917.0,34.23,Cairns,Queensland
Woree,0.73,20,4818.0,40.63,Cairns,Queensland
Babinda,,0,1254.0,28.78,Cairns,Queensland
Innisfail,2.21,12,1143.0,48.28,Cassowary Coast,Queensland
Tully,0.27,3,2395.0,31.31,Cassowary Coast,Queensland
Yarrabah,,0,2559.0,79.72,Yarrabah,Queensland
Daintree,,0,130.0,18.92,Douglas,Queensland
Port Douglas,2.79,73,3503.0,33.62,Douglas,Queensland
Atherton,0.4,16,7331.0,33.67,Tablelands,Queensland
Herberton,,0,857.0,23.71,Tablelands,Queensland
Kuranda,0.18,3,3003.0,20.98,Mareeba,Queensland
Malanda,0.18,2,1980.0,22.51,Tablelands,Queensland
Yungaburra,0.3,3,1243.0,17.09,Tablelands,Queensland
Mareeba,0.33,18,11082.0,26.85,Mareeba,Queensland
Chinchilla,0.27,9,6614.0,33.47,Western Downs,Queensland
Goondiwindi,0.27,8,6358.0,30.09,Goondiwindi,Queensland
Inglewood,0.76,21,5680.0,29.41,Stirling,Western Australia
Miles,0.66,8,1751.0,28.16,Western Downs,Queensland
Wandoan,0.85,3,569.0,36.33,Western Downs,Queensland
Roma,0.43,16,6847.0,32.72,Maranoa,Queensland
Tara,,0,2304.0,18.38,Western Downs,Queensland
Jondaryan,,0,381.0,25.79,Toowoomba,Queensland
Millmerran,,0,1565.0,30.68,Toowoomba,Queensland
Pittsworth,0.14,2,3293.0,25.28,Toowoomba,Queensland
Clifton,,0,1448.0,25.58,Toowoomba,Queensland
Greenmount,0.09,1,2674.0,9.93,Mundaring,Western Australia
Stanthorpe,0.38,11,5407.0,27.57,Southern Downs,Queensland
Warwick,0.42,26,12223.0,32.29,Southern Downs,Queensland
Berserker,0.82,29,6873.0,33.05,Rockhampton,Queensland
Bouldercombe,,0,1086.0,10.56,Rockhampton,Queensland
Emu Park,0.84,11,2131.0,21.36,Livingstone,Queensland
Frenchville,0.58,23,9028.0,24.01,Rockhampton,Queensland
Glenlee,0.22,1,1233.0,6.05,Livingstone,Queensland
Rockyview,,0,1617.0,3.63,Livingstone,Queensland
Gracemere,0.74,35,11317.0,36.17,Rockhampton,Queensland
Lakes Creek,,0,553.0,14.83,Rockhampton,Queensland
Mount Morgan,0.54,6,1963.0,23.45,Rockhampton,Queensland
Norman Gardens,0.61,27,9948.0,26.7,Rockhampton,Queensland
Park Avenue,0.62,15,5092.0,29.52,Rockhampton,Queensland
Parkhurst,0.35,5,2481.0,32.62,Rockhampton,Queensland
Kawana,0.88,17,4427.0,34.48,Rockhampton,Queensland
Rockhampton,,0,1952.0,36.6,Rockhampton,Queensland
Rockhampton City,1.28,15,1952.0,36.6,Rockhampton,Queensland
The Range,0.56,12,5399.0,22.26,Rockhampton,Queensland
Allenstown,0.55,9,2794.0,36.28,Rockhampton,Queensland
Yeppoon,0.84,32,6332.0,31.19,Livingstone,Queensland
Banana,,0,361.0,13.21,Banana,Queensland
Biloela,0.07,2,5761.0,32.39,Banana,Queensland
Agnes Water,1.34,24,2206.0,18.6,Gladstone,Queensland
Miriam Vale,0.68,2,514.0,18.11,Gladstone,Queensland
Boyne Island,1.07,22,4756.0,26.55,Gladstone,Queensland
Tannum Sands,1.09,26,5146.0,23.44,Gladstone,Queensland
Callemondah,,0,23.0,,Gladstone,Queensland
Clinton,1.28,34,5921.0,29.4,Gladstone,Queensland
New Auckland,1.66,37,5089.0,34.16,Gladstone,Queensland
Gladstone,,0,1544.0,40.04,Gladstone,Queensland
Kin Kora,1.04,12,2581.0,33.45,Gladstone,Queensland
Sun Valley,1.61,9,1270.0,20.0,Gladstone,Queensland
South Trees,,0,,,Gladstone,Queensland
Telina,0.34,3,2141.0,24.1,Gladstone,Queensland
Toolooa,1.3,6,939.0,32.25,Gladstone,Queensland
West Gladstone,1.79,48,4726.0,31.09,Gladstone,Queensland
Broadbeach Waters,0.56,24,7779.0,20.15,Gold Coast,Queensland
Burleigh Heads,1.12,67,10074.0,27.92,Gold Coast,Queensland
Burleigh Waters,0.68,41,14311.0,21.39,Gold Coast,Queensland
Mermaid Beach,1.88,86,6532.0,40.84,Gold Coast,Queensland
Broadbeach,1.69,89,5512.0,34.15,Gold Coast,Queensland
Mermaid Waters,0.79,48,12037.0,26.71,Gold Coast,Queensland
Miami,1.21,50,6852.0,32.2,Gold Coast,Queensland
Coolangatta,1.05,50,5948.0,33.15,Gold Coast,Queensland
Currumbin,1.28,22,2926.0,28.12,Gold Coast,Queensland
Tugun,0.81,28,6589.0,27.82,Gold Coast,Queensland
Currumbin Waters,0.63,24,9121.0,20.89,Gold Coast,Queensland
Elanora,0.69,33,12152.0,17.5,Gold Coast,Queensland
Arundel,0.6,27,10243.0,28.4,Gold Coast,Queensland
Biggera Waters,1.19,65,8537.0,43.63,Gold Coast,Queensland
Coombabah,0.57,29,10387.0,29.73,Gold Coast,Queensland
Labrador,1.4,140,18260.0,43.58,Gold Coast,Queensland
Paradise Point,0.66,26,6532.0,25.24,Gold Coast,Queensland
Hollywell,0.3,4,2863.0,21.71,Gold Coast,Queensland
Runaway Bay,0.77,38,9070.0,25.07,Gold Coast,Queensland
Guanaba,0.66,2,789.0,9.12,Gold Coast,Queensland
Springbrook,0.28,1,654.0,14.77,Gold Coast,Queensland
Tamborine,0.13,2,3945.0,10.84,Scenic Rim,Queensland
Canungra,0.32,2,1235.0,20.05,Scenic Rim,Queensland
Currumbin Valley,0.39,3,1846.0,11.61,Gold Coast,Queensland
Tallebudgera,0.25,3,3666.0,8.29,Gold Coast,Queensland
Mudgeeraba,0.54,28,13624.0,24.17,Gold Coast,Queensland
Bonogin,0.26,4,4571.0,6.22,Gold Coast,Queensland
Reedy Creek,0.49,12,6666.0,23.43,Gold Coast,Queensland
Andrews,,0,35.0,30.77,Northern Areas,South Australia
Carrara,0.69,42,12060.0,26.01,Gold Coast,Queensland
Highland Park,0.47,12,6577.0,19.08,Gold Coast,Queensland
Nerang,0.62,48,16866.0,33.29,Gold Coast,Queensland
Mount Nathan,0.22,1,1213.0,6.23,Gold Coast,Queensland
Pacific Pines,0.82,46,16757.0,35.09,Gold Coast,Queensland
Gaven,,0,1557.0,15.88,Gold Coast,Queensland
Worongary,0.26,6,5612.0,13.14,Gold Coast,Queensland
Tallai,0.44,7,4150.0,9.45,Gold Coast,Queensland
Coomera,1.72,127,13310.0,54.57,Gold Coast,Queensland
Helensvale,1.17,87,16861.0,19.93,Gold Coast,Queensland
Hope Island,0.92,74,11189.0,23.28,Gold Coast,Queensland
Jacobs Well,0.3,4,1842.0,18.94,Gold Coast,Queensland
Alberton,0.2,2,1817.0,28.48,Port Adelaide Enfield,South Australia
Oxenford,0.87,41,11847.0,25.18,Gold Coast,Queensland
Maudsland,0.43,11,5569.0,21.26,Gold Coast,Queensland
Stapylton,2.1,5,441.0,55.5,Gold Coast,Queensland
Yatala,,0,1319.0,6.83,Gold Coast,Queensland
Pimpama,1.75,145,9396.0,59.41,Gold Coast,Queensland
Wongawallan,,0,1270.0,10.96,Gold Coast,Queensland
Upper Coomera,0.81,76,25277.0,40.39,Gold Coast,Queensland
Willow Vale,1.12,9,2096.0,38.63,Gold Coast,Queensland
Clear Island Waters,0.75,14,4123.0,21.4,Gold Coast,Queensland
Merrimac,0.58,17,7069.0,41.22,Gold Coast,Queensland
Varsity Lakes,1.01,73,15024.0,40.6,Gold Coast,Queensland
Robina,0.89,93,23104.0,31.48,Gold Coast,Queensland
Ashmore,0.72,41,11913.0,24.73,Gold Coast,Queensland
Molendinar,0.76,18,6378.0,34.19,Gold Coast,Queensland
Parkwood,0.6,18,8702.0,27.64,Gold Coast,Queensland
Southport,1.37,281,31907.0,46.12,Gold Coast,Queensland
Benowa,0.91,43,8743.0,19.81,Gold Coast,Queensland
Bundall,1.77,37,4522.0,22.89,Gold Coast,Queensland
Main Beach,1.49,47,3885.0,24.75,Gold Coast,Queensland
Surfers Paradise,1.29,256,23689.0,37.1,Gold Coast,Queensland
Darra,1.32,23,4346.0,35.71,Brisbane,Queensland
Sumner,0.45,1,591.0,32.7,Brisbane,Queensland
Durack,0.62,20,7493.0,30.85,Brisbane,Queensland
Inala,0.36,20,14848.0,47.58,Brisbane,Queensland
Richlands,1.7,45,3596.0,51.56,Brisbane,Queensland
Wacol,1.65,6,3760.0,40.85,Brisbane,Queensland
Doolandella,1.3,35,4819.0,32.54,Brisbane,Queensland
Forest Lake,0.65,54,22902.0,27.17,Brisbane,Queensland
Ellen Grove,0.69,10,2904.0,55.41,Brisbane,Queensland
Boonah,0.24,3,2487.0,22.02,Scenic Rim,Queensland
Esk,0.41,4,1699.0,20.92,Somerset,Queensland
Lake Manchester,,0,26.0,,Brisbane,Queensland
England Creek,,0,29.0,,Somerset,Queensland
Lowood,0.49,9,4157.0,37.53,Somerset,Queensland
Rosewood,0.75,12,2835.0,33.75,Ipswich,Queensland
Brassall,0.79,44,10904.0,41.12,Ipswich,Queensland
Bundamba,0.92,29,6516.0,37.71,Ipswich,Queensland
Yamanto,0.88,17,4910.0,31.32,Ipswich,Queensland
Ipswich,0.73,9,2457.0,44.69,Ipswich,Queensland
Karalee,0.21,4,4348.0,10.62,Ipswich,Queensland
Barellan Point,,0,1159.0,10.95,Ipswich,Queensland
Karana Downs,0.07,1,3859.0,13.31,Brisbane,Queensland
One Mile,1.09,10,2078.0,36.69,Ipswich,Queensland
North Ipswich,0.6,12,4520.0,30.26,Ipswich,Queensland
Tivoli,0.14,1,1480.0,21.77,Ipswich,Queensland
Raceview,0.65,28,9717.0,40.07,Ipswich,Queensland
Ripley,2.18,74,1403.0,23.05,Ipswich,Queensland
Camira,0.61,17,7413.0,17.74,Ipswich,Queensland
Gailes,0.64,5,1827.0,39.01,Ipswich,Queensland
Carole Park,,1,,,Ipswich,Queensland
Collingwood Park,0.49,19,7105.0,32.86,Ipswich,Queensland
Redbank,1.1,15,1841.0,39.45,Ipswich,Queensland
Goodna,1.19,48,10466.0,44.23,Ipswich,Queensland
New Chum,,0,,,Ipswich,Queensland
Redbank Plains,1.55,149,19303.0,48.83,Ipswich,Queensland
Springfield Lakes,1.68,106,15310.0,44.41,Ipswich,Queensland
Augustine Heights,1.59,34,4876.0,41.42,Ipswich,Queensland
Brookwater,1.37,14,2149.0,20.11,Ipswich,Queensland
Bellbird Park,1.3,54,6729.0,34.31,Ipswich,Queensland
Beaudesert,0.55,19,6389.0,40.25,Scenic Rim,Queensland
Beenleigh,0.75,31,8257.0,45.3,Logan,Queensland
Eagleby,0.86,53,13329.0,41.91,Logan,Queensland
Edens Landing,0.73,14,5090.0,30.7,Logan,Queensland
Holmview,1.45,30,2358.0,44.6,Logan,Queensland
Mount Warren Park,0.36,9,5792.0,22.89,Logan,Queensland
Wolffdene,,0,292.0,9.38,Logan,Queensland
Bahrs Scrub,1.29,35,1923.0,39.91,Logan,Queensland
Boronia Heights,0.96,30,7861.0,35.28,Logan,Queensland
Park Ridge,1.81,96,2504.0,16.94,Logan,Queensland
Browns Plains,1.08,30,6305.0,41.32,Logan,Queensland
Chambers Flat,0.43,7,2329.0,19.88,Logan,Queensland
Logan Reserve,2.45,129,3521.0,32.7,Logan,Queensland
Crestmead,0.91,40,12152.0,37.99,Logan,Queensland
Hillcrest,1.13,31,5626.0,36.08,Logan,Queensland
Marsden,1.11,61,14066.0,43.84,Logan,Queensland
Munruben,0.22,2,2872.0,7.65,Logan,Queensland
Park Ridge South,0.35,2,1764.0,12.48,Logan,Queensland
Heritage Park,0.24,4,4970.0,21.97,Logan,Queensland
Logan Village,0.5,10,4422.0,10.89,Logan,Queensland
New Beith,0.17,3,4072.0,4.81,Logan,Queensland
Greenbank,1.23,67,7696.0,11.82,Logan,Queensland
North Maclean,0.36,2,1535.0,17.6,Logan,Queensland
Jimboomba,0.5,21,13205.0,15.38,Logan,Queensland
Yarrabilba,1.95,96,3578.0,40.47,Logan,Queensland
Bethania,0.68,21,5385.0,25.14,Logan,Queensland
Waterford,0.89,20,5481.0,39.67,Logan,Queensland
Cornubia,0.55,15,7318.0,12.66,Logan,Queensland
Carbrook,,0,1218.0,12.41,Logan,Queensland
Loganholme,0.56,16,6297.0,25.11,Logan,Queensland
Tanah Merah,0.7,13,4752.0,22.97,Logan,Queensland
Loganlea,1.07,42,7325.0,49.87,Logan,Queensland
Shailer Park,0.63,28,11756.0,17.13,Logan,Queensland
Waterford West,0.73,22,6436.0,35.02,Logan,Queensland
Daisy Hill,0.45,12,6660.0,22.57,Logan,Queensland
Logan Central,0.93,23,5947.0,47.78,Logan,Queensland
Rochedale South,0.69,42,15317.0,22.44,Logan,Queensland
Priestdale,,0,132.0,,Logan,Queensland
Slacks Creek,0.73,30,10435.0,37.97,Logan,Queensland
Underwood,1.05,26,6338.0,27.58,Logan,Queensland
Woodridge,0.96,50,12581.0,48.73,Logan,Queensland
Bowen,0.57,33,10383.0,29.67,Whitsunday,Queensland
Nebo,0.84,4,754.0,27.87,Isaac,Queensland
Clermont,0.22,4,3029.0,26.58,Isaac,Queensland
Collinsville,1.75,15,1248.0,19.43,Whitsunday,Queensland
Moranbah,2.58,115,8738.0,51.51,Isaac,Queensland
Andergrove,1.05,45,9423.0,31.3,Mackay,Queensland
East Mackay,0.95,17,3564.0,30.18,Mackay,Queensland
Eimeo,1.24,17,3235.0,25.6,Mackay,Queensland
Rural View,0.77,17,4793.0,31.15,Mackay,Queensland
Eungella Hinterland,,0,,,Mackay,Queensland
Mackay,1.72,40,3655.0,44.24,Mackay,Queensland
Mackay Harbour,0.56,3,549.0,26.97,Mackay,Queensland
Mount Pleasant,0.68,24,6685.0,20.75,Melville,Western Australia
Glenella,0.66,11,4519.0,22.19,Mackay,Queensland
North Mackay,0.8,25,5928.0,32.74,Mackay,Queensland
Ooralea,0.84,12,3363.0,25.06,Mackay,Queensland
Bakers Creek,0.29,2,1159.0,20.74,Mackay,Queensland
Sarina,0.23,6,5524.0,22.35,Mackay,Queensland
Calen,,0,392.0,20.44,Mackay,Queensland
Shoal Point,1.41,7,973.0,17.37,Mackay,Queensland
Bucasia,0.75,16,4773.0,30.48,Mackay,Queensland
Slade Point,0.86,13,3347.0,27.69,Mackay,Queensland
South Mackay,0.45,15,6709.0,32.45,Mackay,Queensland
Walkerston,0.22,3,3408.0,21.82,Mackay,Queensland
Eton,,0,675.0,15.33,Mackay,Queensland
West Mackay,0.88,26,6208.0,28.99,Mackay,Queensland
Whitsundays,,0,2267.0,34.43,Whitsunday,Queensland
Cape Conway,,0,,,Whitsunday,Queensland
Proserpine,1.24,20,3564.0,30.35,Whitsunday,Queensland
Beachmere,0.43,10,4107.0,30.22,Moreton Bay,Queensland
Sandstone Point,0.33,7,3958.0,17.58,Moreton Bay,Queensland
Burpengary,1.06,77,14021.0,24.35,Moreton Bay,Queensland
Caboolture,1.15,152,26430.0,41.24,Moreton Bay,Queensland
Elimbah,0.2,3,3963.0,10.24,Moreton Bay,Queensland
Morayfield,1.54,184,21394.0,38.63,Moreton Bay,Queensland
