name,vacancy_rate,rental_stock,population,rental_pop,state,region
Larrakeyah,1.82,34,3731.0,49.56,Northern Territory,Darwin
Ludmilla,0.93,6,1748.0,34.38,Northern Territory,Darwin
The Narrows,1.76,6,600.0,41.58,Northern Territory,Darwin
Parap,3.03,41,2746.0,50.81,Northern Territory,Darwin
Stuart Park,1.57,33,4148.0,46.08,Northern Territory,Darwin
Woolner,2.0,9,932.0,45.48,Northern Territory,Darwin
Winnellie,,0,205.0,38.14,Northern Territory,Darwin
Alawa,0.38,3,2133.0,27.5,Northern Territory,Darwin
Anula,0.35,3,2368.0,22.91,Northern Territory,Darwin
Berrimah,1.38,10,785.0,27.99,Northern Territory,Darwin
Brinkin,1.51,6,1274.0,35.0,Northern Territory,Darwin
Nakara,1.35,9,1978.0,29.94,Northern Territory,Darwin
Buffalo Creek,,0,,,Northern Territory,Darwin
Charles Darwin,,0,,,Northern Territory,NT
Coconut Grove,0.9,14,3057.0,45.85,Northern Territory,Darwin
Jingili,0.59,4,1755.0,21.36,Northern Territory,Darwin
Karama,0.56,10,4946.0,32.44,Northern Territory,Darwin
Leanyer,0.58,11,4577.0,31.84,Northern Territory,Darwin
Malak,0.92,11,2997.0,30.82,Northern Territory,Darwin
Marrara,0.82,6,1548.0,23.39,Northern Territory,Darwin
Millner,0.5,6,2548.0,38.18,Northern Territory,Darwin
Moil,0.81,6,1998.0,28.65,Northern Territory,Darwin
Nightcliff,1.18,25,3851.0,45.14,Northern Territory,Darwin
Rapid Creek,1.22,19,3277.0,40.5,Northern Territory,Darwin
Tiwi,0.63,6,2563.0,34.04,Northern Territory,Darwin
Wagaman,1.63,12,2164.0,33.33,Northern Territory,Darwin
Wanguri,0.3,2,1874.0,25.62,Northern Territory,Darwin
Wulagi,0.34,3,2435.0,27.15,Northern Territory,Darwin
Howard Springs,0.22,3,5139.0,14.88,Northern Territory,Litchfield
Humpty Doo,0.17,3,4381.0,15.98,Northern Territory,Litchfield
Koolpinyah,,0,,,Northern Territory,Litchfield
Weddell,,0,66.0,13.79,Northern Territory,Litchfield
Bakewell,0.6,8,3070.0,35.32,Northern Territory,Palmerston
Driver,1.5,17,2882.0,36.52,Northern Territory,Palmerston
Marlow Lagoon,,0,723.0,10.67,Northern Territory,Palmerston
Gray,0.91,13,3281.0,39.42,Northern Territory,Palmerston
Moulden,0.87,11,2960.0,38.13,Northern Territory,Palmerston
Palmerston,0.69,15,5523.0,27.48,Australian Capital Territory,ACT
Bellamack,1.2,12,2467.0,51.34,Northern Territory,Palmerston
Woodroffe,0.62,8,3234.0,34.93,Northern Territory,Palmerston
East Side,0.52,7,2921.0,34.06,Northern Territory,Alice Springs
Larapinta,0.51,5,2270.0,32.49,Northern Territory,Alice Springs
Mount Johns,0.89,4,552.0,55.04,Northern Territory,Alice Springs
Petermann,,0,184.0,9.27,Northern Territory,MacDonnell
Simpson,,0,573.0,20.85,Victoria,Corangamite
Ross,0.26,2,710.0,17.38,Northern Territory,Alice Springs
Sandover,,0,636.0,39.62,Northern Territory,Barkly
Tanami,,0,374.0,41.21,Western Australia,Halls Creek
Yuendumu,,0,764.0,66.34,Northern Territory,Central Desert
Anmatjere,,0,484.0,38.94,Northern Territory,Central Desert
Barkly,,0,44.0,,Victoria,Pyrenees
Tennant Creek,0.37,6,2997.0,40.69,Northern Territory,Barkly
Thamarrurr,,0,198.0,42.86,Northern Territory,West Daly
Tiwi Islands,,0,121.0,47.14,Northern Territory,Tiwi Islands
West Arnhem,,0,680.0,27.65,Northern Territory,West Arnhem
Anindilyakwa,,0,116.0,20.59,Northern Territory,East Arnhem
East Arnhem,,0,1007.0,41.79,Northern Territory,East Arnhem
Nhulunbuy,0.06,1,3236.0,60.15,Northern Territory,East Arnhem
Elsey,,0,40.0,17.14,Northern Territory,Roper Gulf
Katherine,0.73,5,1493.0,40.34,Northern Territory,Katherine
Victoria River,,0,148.0,28.77,Northern Territory,Victoria Daly
Aranda,0.3,3,2398.0,17.22,Australian Capital Territory,ACT
Belconnen,1.76,85,6654.0,57.88,Australian Capital Territory,ACT
Bruce,1.47,48,6999.0,51.32,Australian Capital Territory,ACT
Charnwood,0.39,5,2974.0,28.12,Australian Capital Territory,ACT
Cook,0.44,6,2807.0,22.21,Australian Capital Territory,ACT
Dunlop,0.35,9,7197.0,17.69,Australian Capital Territory,ACT
Evatt,0.67,14,5325.0,18.75,Australian Capital Territory,ACT
Florey,0.71,14,4765.0,32.48,Australian Capital Territory,ACT
Giralang,0.29,4,3317.0,19.57,Australian Capital Territory,ACT
Hawker,1.08,14,2954.0,23.29,Australian Capital Territory,ACT
Higgins,0.72,10,3072.0,19.25,Australian Capital Territory,ACT
Holt,0.76,20,4619.0,26.28,Australian Capital Territory,ACT
Kaleen,0.53,16,7271.0,20.28,Australian Capital Territory,ACT
Latham,0.59,9,3635.0,18.61,Australian Capital Territory,ACT
Macquarie,0.89,13,2703.0,39.01,Australian Capital Territory,ACT
McKellar,0.1,1,2746.0,19.28,Australian Capital Territory,ACT
Melba,0.47,6,3144.0,19.59,Australian Capital Territory,ACT
Page,0.96,13,3020.0,35.43,Australian Capital Territory,ACT
Scullin,0.54,7,2934.0,30.54,Australian Capital Territory,ACT
Spence,0.1,1,2582.0,20.14,Australian Capital Territory,ACT
Weetangera,0.57,6,2578.0,13.29,Australian Capital Territory,ACT
Hume,,0,,,Australian Capital Territory,ACT
Canberra Airport,,0,100.0,93.75,Australian Capital Territory,ACT
Amaroo,0.89,19,5709.0,22.69,Australian Capital Territory,ACT
Bonner,0.87,19,6730.0,26.48,Australian Capital Territory,ACT
Casey,1.24,30,5756.0,23.16,Australian Capital Territory,ACT
Crace,1.07,18,4458.0,29.48,Australian Capital Territory,ACT
Forde,0.69,10,4313.0,21.08,Australian Capital Territory,ACT
Gungahlin,1.48,64,6138.0,49.46,Australian Capital Territory,ACT
Hall,0.74,1,275.0,16.94,Australian Capital Territory,ACT
Harrison,1.61,47,7688.0,39.88,Australian Capital Territory,ACT
Mitchell,0.55,1,1310.0,56.05,New South Wales,Bathurst Regional
Ngunnawal,0.74,31,10483.0,26.23,Australian Capital Territory,ACT
Nicholls,0.53,13,6868.0,15.23,Australian Capital Territory,ACT
Jacka,0.93,5,666.0,19.34,Australian Capital Territory,ACT
Moncrieff,17.78,16,103.0,,Australian Capital Territory,ACT
Throsby,,8,,,Australian Capital Territory,ACT
Ainslie,0.6,14,5186.0,33.48,Australian Capital Territory,ACT
Braddon,2.37,110,5504.0,56.76,Australian Capital Territory,ACT
Dickson,2.27,50,2150.0,44.37,Australian Capital Territory,ACT
Downer,0.85,15,3660.0,34.14,Australian Capital Territory,ACT
Hackett,1.3,17,2997.0,23.55,Australian Capital Territory,ACT
Lyneham,1.33,46,5114.0,45.46,Australian Capital Territory,ACT
Turner,1.79,50,4048.0,52.91,Australian Capital Territory,ACT
Watson,1.23,41,5864.0,36.26,Australian Capital Territory,ACT
Black Mountain,0.16,1,1439.0,10.72,Queensland,Noosa
Campbell,1.64,44,5003.0,32.56,Australian Capital Territory,ACT
Reid,2.3,36,1634.0,45.31,Australian Capital Territory,ACT
Deakin,0.87,12,2873.0,21.6,Australian Capital Territory,ACT
Forrest,1.71,17,1612.0,25.31,Australian Capital Territory,ACT
Narrabundah,0.64,20,5964.0,35.26,Australian Capital Territory,ACT
Yarralumla,1.39,20,2892.0,21.51,Australian Capital Territory,ACT
Barton,2.52,28,1436.0,39.73,Australian Capital Territory,ACT
Fyshwick,,0,58.0,100.0,Australian Capital Territory,ACT
Banks,0.22,4,4968.0,18.5,Australian Capital Territory,ACT
Bonython,0.58,9,3784.0,29.6,Australian Capital Territory,ACT
Calwell,0.32,7,5758.0,17.53,Australian Capital Territory,ACT
Chisholm,0.5,10,5123.0,18.52,Australian Capital Territory,ACT
Conder,0.27,5,5058.0,18.96,Australian Capital Territory,ACT
Fadden,0.54,6,2950.0,7.19,Australian Capital Territory,ACT
Gilmore,0.49,5,2750.0,24.49,Australian Capital Territory,ACT
Greenway,1.91,47,1890.0,44.51,Australian Capital Territory,ACT
Isabella Plains,0.41,7,4401.0,20.95,Australian Capital Territory,ACT
Kambah,0.42,27,14899.0,20.32,Australian Capital Territory,ACT
Macarthur,0.2,1,1430.0,9.51,Australian Capital Territory,ACT
Monash,0.26,6,5434.0,19.85,Australian Capital Territory,ACT
Mount Taylor,,0,290.0,11.9,Victoria,East Gippsland
Richardson,0.25,3,3009.0,23.27,Australian Capital Territory,ACT
Theodore,0.14,2,3804.0,18.0,Australian Capital Territory,ACT
Wanniassa,0.41,13,7510.0,19.72,Australian Capital Territory,ACT
Chapman,0.46,5,2683.0,10.14,Australian Capital Territory,ACT
Duffy,0.6,8,3166.0,18.92,Australian Capital Territory,ACT
Fisher,0.83,11,3005.0,16.85,Australian Capital Territory,ACT
Holder,0.5,6,2609.0,18.81,Australian Capital Territory,ACT
Rivett,0.36,5,3189.0,24.14,Australian Capital Territory,ACT
Waramanga,0.33,4,2630.0,27.12,Australian Capital Territory,ACT
Weston,0.49,8,3690.0,23.33,New South Wales,Cessnock
Curtin,0.8,18,5231.0,23.39,Australian Capital Territory,ACT
Farrer,0.62,9,3225.0,18.58,Australian Capital Territory,ACT
Garran,0.91,13,3495.0,28.81,Australian Capital Territory,ACT
Hughes,1.03,13,2989.0,22.49,Australian Capital Territory,ACT
Isaacs,0.8,8,2341.0,18.15,Australian Capital Territory,ACT
Mawson,1.35,22,3251.0,35.13,Australian Capital Territory,ACT
O'Malley,1.39,5,991.0,7.12,Australian Capital Territory,ACT
Pearce,0.76,9,2577.0,24.53,Australian Capital Territory,ACT
Phillip,3.38,119,2935.0,50.55,Australian Capital Territory,ACT
Torrens,0.85,8,2205.0,23.73,Australian Capital Territory,ACT
Coombs,2.0,50,1806.0,12.39,Australian Capital Territory,ACT
Denman Prospect,,46,,,Australian Capital Territory,ACT
Wright,1.77,33,2758.0,18.83,Australian Capital Territory,ACT
Christmas Island,,0,1845.0,40.52,Other Territories,Unincorp. Other Territories
Jervis Bay,,0,392.0,61.86,Other Territories,Unincorp. Other Territories
Norfolk Island,,0,1745.0,20.65,Other Territories,Unincorp. Other Territories
East Jindabyne,2.54,14,699.0,15.8,New South Wales,Snowy Monaro Regional
North Batemans Bay,0.65,3,564.0,16.42,New South Wales,Eurobodalla
North Narooma,,0,620.0,12.21,New South Wales,Eurobodalla
North Gosford,0.68,16,3695.0,38.9,New South Wales,Central Coast
East Gosford,0.97,22,4237.0,35.55,New South Wales,Central Coast
West Gosford,1.18,11,1333.0,40.85,New South Wales,Central Coast
South Springfield,,0,25.0,42.86,Tasmania,Dorset
South Bathurst,1.31,10,1584.0,31.34,New South Wales,Bathurst Regional
West Bathurst,0.81,14,3677.0,31.67,New South Wales,Bathurst Regional
South Grafton,0.94,27,6069.0,29.48,New South Wales,Clarence Valley
South Maclean,1.46,20,1360.0,11.3,Queensland,Logan
North Dorrigo,,0,187.0,10.31,New South Wales,Bellingen
North Bourke,,0,285.0,8.88,New South Wales,Bourke
East Branxton,1.09,8,1810.0,30.67,New South Wales,Cessnock
South Maitland,0.4,1,467.0,20.63,New South Wales,Maitland
East Seaham,,0,326.0,15.6,New South Wales,Port Stephens
East Corrimal,0.84,14,3404.0,35.29,New South Wales,Wollongong
North Wollongong,2.82,36,2602.0,51.79,New South Wales,Wollongong
West Wollongong,1.14,25,4827.0,32.3,New South Wales,Wollongong
East Kempsey,0.31,2,1358.0,29.7,New South Wales,Kempsey
South Kempsey,0.82,9,2305.0,25.13,New South Wales,Kempsey
West Kempsey,0.71,16,4922.0,35.06,New South Wales,Kempsey
North Macksville,0.74,3,597.0,15.3,New South Wales,Nambucca
North Albury,1.54,47,6058.0,31.42,New South Wales,Albury
East Albury,0.95,30,6097.0,29.03,New South Wales,Albury
South Albury,1.05,10,1380.0,45.37,New South Wales,Albury
West Albury,1.12,20,3853.0,26.68,New South Wales,Albury
North Tamworth,1.86,56,5141.0,34.46,New South Wales,Tamworth Regional
East Tamworth,1.11,29,5341.0,27.6,New South Wales,Tamworth Regional
South Tamworth,1.23,41,6562.0,37.57,New South Wales,Tamworth Regional
West Tamworth,1.47,39,5199.0,40.28,New South Wales,Tamworth Regional
South Dudley,0.41,1,458.0,23.48,Victoria,Bass Coast
East Ballina,0.42,12,5567.0,26.58,New South Wales,Ballina
South Ballina,,0,37.0,,New South Wales,Ballina
West Ballina,0.52,8,3020.0,26.33,New South Wales,Ballina
North Casino,,0,949.0,4.73,New South Wales,Richmond Valley
North Lismore,,0,774.0,20.92,New South Wales,Lismore
East Lismore,0.6,14,4988.0,33.79,New South Wales,Lismore
South Lismore,0.35,3,1876.0,28.86,New South Wales,Lismore
South Murwillumbah,0.16,1,1121.0,27.39,New South Wales,Tweed
South Gundagai,,0,812.0,18.62,New South Wales,Gundagai
North Wagga Wagga,0.96,3,718.0,15.17,New South Wales,Wagga Wagga
East Wagga Wagga,1.46,2,236.0,24.53,New South Wales,Wagga Wagga
South Nowra,0.94,11,1929.0,23.51,New South Wales,Shoalhaven
West Nowra,1.1,8,1412.0,35.09,New South Wales,Shoalhaven
Central Colo,,0,31.0,,New South Wales,Hawkesbury
West Croydon,0.34,6,4135.0,24.36,South Australia,Charles Sturt
North Willoughby,1.32,22,4180.0,28.33,New South Wales,Willoughby
East Killara,0.9,9,2977.0,12.99,New South Wales,Ku-ring-gai
East Lindfield,1.27,16,3714.0,14.32,New South Wales,Ku-ring-gai
West Pymble,1.1,20,5297.0,10.99,New South Wales,Ku-ring-gai
North Turramurra,0.23,4,4258.0,10.78,New South Wales,Ku-ring-gai
South Turramurra,0.57,6,3087.0,8.87,New South Wales,Ku-ring-gai
North Balgowlah,0.25,3,3660.0,13.24,New South Wales,Northern Beaches
North Manly,0.98,11,3087.0,15.63,New South Wales,Northern Beaches
North Richmond,0.88,24,4978.0,28.47,New South Wales,Hawkesbury
West Richmond,0.6,3,969.0,30.29,South Australia,West Torrens
South Windsor,0.83,22,5896.0,40.49,New South Wales,Hawkesbury
South Guildford,0.32,6,3316.0,16.34,Western Australia,Swan
North Bendigo,1.99,44,4060.0,37.35,Victoria,Greater Bendigo
West Bendigo,,0,376.0,18.63,Victoria,Greater Bendigo
East Geelong,1.09,21,3863.0,25.41,Victoria,Greater Geelong
South Geelong,1.01,6,991.0,33.41,Victoria,Greater Geelong
North Wangaratta,,0,286.0,19.42,Victoria,Wangaratta
East Wangaratta,,0,72.0,,Victoria,Wangaratta
East Bairnsdale,1.1,9,1301.0,30.33,Victoria,East Gippsland
North Wonthaggi,0.65,11,2801.0,17.87,Victoria,Bass Coast
East Sale,,0,,,Victoria,Wellington
South Preston,,0,10.0,,Tasmania,Central Coast
North Lilydale,,0,82.0,,Tasmania,Launceston
South Kingsville,1.47,18,1948.0,36.21,Victoria,Hobsons Bay
East Trinity,,0,213.0,17.44,Queensland,Cairns
East Innisfail,0.7,6,1854.0,34.06,Queensland,Cassowary Coast
South Innisfail,,0,509.0,23.14,Queensland,Cassowary Coast
North Johnstone,,0,75.0,,Queensland,Tablelands
South Johnstone,,0,420.0,20.31,Queensland,Cassowary Coast
East Greenmount,,0,363.0,14.97,Queensland,Toowoomba
West Rockhampton,0.65,6,1829.0,28.91,Queensland,Rockhampton
South Gladstone,2.12,40,3300.0,35.45,Queensland,Gladstone
East Ipswich,0.44,5,2408.0,34.34,Queensland,Ipswich
West Ipswich,0.78,2,494.0,44.34,Queensland,Ipswich
North Tivoli,,0,100.0,38.1,Queensland,Ipswich
South Ripley,2.12,32,713.0,23.28,Queensland,Ipswich
North Eton,,0,186.0,20.24,Queensland,Mackay
South Golden Beach,1.65,7,817.0,26.36,New South Wales,Byron
East Toowoomba,1.34,39,5245.0,33.59,Queensland,Toowoomba
South Toowoomba,0.99,29,5226.0,38.3,Queensland,Toowoomba
East Nanango,,0,259.0,5.93,Queensland,South Burnett
South East Nanango,,0,292.0,10.37,Queensland,South Burnett
South Nanango,0.19,1,861.0,13.24,Queensland,South Burnett
South Stirling,,0,14.0,,Western Australia,Albany
North Blackwood,,0,52.0,,Victoria,Hepburn
East Beverley,,0,99.0,8.16,Western Australia,Beverley
West Hindmarsh,0.8,6,1532.0,32.96,South Australia,Charles Sturt
North Plympton,0.54,9,3224.0,32.01,South Australia,West Torrens
South Plympton,0.46,11,4176.0,27.91,South Australia,Marion
North Moonta,,0,541.0,20.6,South Australia,Copper Coast
East Moonta,,0,151.0,10.53,South Australia,Copper Coast
East Augusta,,0,28.0,,Western Australia,Augusta-Margaret River
West Busselton,0.22,10,8520.0,26.63,Western Australia,Busselton
West Pinjarra,,0,409.0,6.99,Western Australia,Murray
East Cannington,0.65,17,5467.0,30.2,Western Australia,Canning
North Fremantle,0.98,22,3338.0,26.79,Western Australia,Fremantle
South Fremantle,0.45,8,3082.0,23.67,Western Australia,Fremantle
East Rockingham,,0,263.0,14.61,Western Australia,Rockingham
West Toodyay,,0,463.0,5.28,Western Australia,Toodyay
East Carnarvon,0.38,2,904.0,20.45,Western Australia,Carnarvon
South Carnarvon,0.2,1,972.0,28.99,Western Australia,Carnarvon
South Boulder,1.07,7,1378.0,22.76,Western Australia,Kalgoorlie/Boulder
South Kalgoorlie,0.68,14,4914.0,30.56,Western Australia,Kalgoorlie/Boulder
West Kalgoorlie,,0,,,Western Australia,Kalgoorlie/Boulder
South Greenough,,0,94.0,,Western Australia,Greater Geraldton
North Brighton,0.28,3,2270.0,16.59,South Australia,Holdfast Bay
South Brighton,0.53,7,2502.0,22.87,South Australia,Holdfast Bay
North Hobart,1.1,18,2490.0,44.52,Tasmania,Hobart
East Launceston,1.34,14,2141.0,26.19,Tasmania,Launceston
West Perth,1.47,60,5606.0,46.35,Western Australia,Perth
North Scottsdale,,0,123.0,,Tasmania,Dorset
West Scottsdale,,0,61.0,12.5,Tasmania,Dorset
South Burnie,1.53,3,338.0,19.23,Tasmania,Burnie
South Spreyton,0.53,1,513.0,2.23,Tasmania,Kentish
East Palmerston,,0,176.0,15.29,Queensland,Cassowary Coast
East Russell,,0,70.0,2.97,Queensland,Cairns
East Chapman,,0,41.0,100.0,Western Australia,Greater Geraldton
