,name,region,state
2015,Quorn,Flinders Ranges,South Australia
2016,Port Augusta,Port Augusta,South Australia
2017,Roxby Downs,Roxby Downs,South Australia
2018,Goolwa,Alexandrina,South Australia
2019,Port Elliot,Alexandrina,South Australia
2020,Strathalbyn,Alexandrina,South Australia
2021,Victor Harbor,Victor Harbor,South Australia
2022,Yankalilla,Yankalilla,South Australia
2023,Grant,Barcaldine,Queensland
2024,Kingston,Logan,Queensland
2025,Robe,Robe,South Australia
2026,Millicent,Wattle Range,South Australia
2027,Naracoorte,Naracoorte and Lucindale,South Australia
2028,Penola,Wattle Range,South Australia
2029,Wattle Range,Wattle Range,South Australia
2030,Mount Gambier,Mount Gambier,South Australia
2031,Barmera,Berri and Barmera,South Australia
2032,Berri,Berri and Barmera,South Australia
2033,Karoonda,Karoonda East Murray,South Australia
2034,Lameroo,Southern Mallee,South Australia
2035,Loxton,Loxton Waikerie,South Australia
2036,Mannum,Mid Murray,South Australia
2037,Murray Bridge,Murray Bridge,South Australia
2038,Renmark,Renmark Paringa,South Australia
2039,Waikerie,Loxton Waikerie,South Australia
2040,Augusta,Augusta-Margaret River,Western Australia
2041,Margaret River,Augusta-Margaret River,Western Australia
2042,Busselton,Busselton,Western Australia
2043,Australind,Harvey,Western Australia
2044,Leschenault,Harvey,Western Australia
2045,Capel,Capel,Western Australia
2046,College Grove,Bunbury,Western Australia
2047,Carey Park,Bunbury,Western Australia
2048,Collie,Collie,Western Australia
2049,Dardanup,Dardanup,Western Australia
2050,Davenport,Barkly,Northern Territory
2051,Eaton,Dardanup,Western Australia
2052,Pelican Point,Bunbury,Western Australia
2053,Harvey,Harvey,Western Australia
2054,East Bunbury,Bunbury,Western Australia
2055,Waroona,Waroona,Western Australia
2056,Dalyellup,Capel,Western Australia
2057,Gelorup,Capel,Western Australia
2058,Stratham,Capel,Western Australia
2059,South Bunbury,Bunbury,Western Australia
2060,Bunbury,Bunbury,Western Australia
2061,Withers,Bunbury,Western Australia
2062,Usher,Bunbury,Western Australia
2063,Bridgetown,Bridgetown-Greenbushes,Western Australia
2064,Boyup Brook,Boyup Brook,Western Australia
2065,Donnybrook,Donnybrook-Balingup,Western Australia
2066,Balingup,Donnybrook-Balingup,Western Australia
2067,Manjimup,Manjimup,Western Australia
2068,Pemberton,Manjimup,Western Australia
2069,Dawesville,Mandurah,Western Australia
2070,Bouvard,Mandurah,Western Australia
2071,Falcon,Mandurah,Western Australia
2072,Wannanup,Mandurah,Western Australia
2073,Greenfields,Mandurah,Western Australia
2074,Halls Head,Mandurah,Western Australia
2075,Erskine,Mandurah,Western Australia
2076,Mandurah,Mandurah,Western Australia
2077,Pinjarra,Murray,Western Australia
2078,City Beach,Cambridge,Western Australia
2079,Cottesloe,Cottesloe,Western Australia
2080,Floreat,Cambridge,Western Australia
2081,Mosman Park,Mosman Park,Western Australia
2082,Peppermint Grove,Peppermint Grove,Western Australia
2083,Nedlands,Nedlands,Western Australia
2084,Dalkeith,Nedlands,Western Australia
2085,Crawley,Subiaco,Western Australia
2086,Swanbourne,Nedlands,Western Australia
2087,Mount Claremont,Nedlands,Western Australia
2088,Mount Hawthorn,Vincent,Western Australia
2089,Leederville,Vincent,Western Australia
2090,Mount Lawley,Stirling,Western Australia
2091,North Perth,Vincent,Western Australia
2092,Subiaco,Subiaco,Western Australia
2093,Shenton Park,Nedlands,Western Australia
2094,Wembley,Cambridge,Western Australia
2095,West Leederville,Cambridge,Western Australia
2096,Glendalough,Stirling,Western Australia
2097,East Perth,Perth,Western Australia
2098,Highgate,Vincent,Western Australia
2099,Bassendean,Bassendean,Western Australia
2100,Eden Hill,Bassendean,Western Australia
2101,Embleton,Bayswater,Western Australia
2102,Bedford,Bayswater,Western Australia
2103,Maylands,Bayswater,Western Australia
2104,Morley,Bayswater,Western Australia
2105,Noranda,Bayswater,Western Australia
2106,Chidlow,Mundaring,Western Australia
2107,Glen Forrest,Mundaring,Western Australia
2108,Helena Valley,Mundaring,Western Australia
2109,Koongamia,Swan,Western Australia
2110,Malmalling,Mundaring,Western Australia
2111,Mundaring,Mundaring,Western Australia
2112,Swan View,Mundaring,Western Australia
2113,Midvale,Swan,Western Australia
2114,Avon Valley National Park,Swan,Western Australia
2115,Ballajura,Swan,Western Australia
2116,Beechboro,Swan,Western Australia
2117,Bullsbrook,Swan,Western Australia
2118,Gidgegannup,Swan,Western Australia
2119,Hazelmere,Swan,Western Australia
2120,Lockridge,Swan,Western Australia
2121,Kiara,Swan,Western Australia
2122,Lexia,Swan,Western Australia
2123,Middle Swan,Swan,Western Australia
2124,Herne Hill,Greater Geelong,Victoria
2125,Midland,Swan,Western Australia
2126,Stratton,Swan,Western Australia
2127,Jane Brook,Swan,Western Australia
2128,The Vines,Swan,Western Australia
2129,Aveley,Swan,Western Australia
2130,Brabham,Swan,Western Australia
2131,Henley Brook,Swan,Western Australia
2132,Ellenbrook,Swan,Western Australia
2133,Craigie,Joondalup,Western Australia
2134,Beldon,Joondalup,Western Australia
2135,Currambine,Joondalup,Western Australia
2136,Kinross,Joondalup,Western Australia
2137,Duncraig,Joondalup,Western Australia
2138,Greenwood,Joondalup,Western Australia
2139,Heathridge,Joondalup,Western Australia
2140,Connolly,Joondalup,Western Australia
2141,Hillarys,Joondalup,Western Australia
2142,Burns Beach,Joondalup,Western Australia
2143,Joondalup,Joondalup,Western Australia
2144,Edgewater,Joondalup,Western Australia
2145,Kingsley,Joondalup,Western Australia
2146,Mullaloo,Joondalup,Western Australia
2147,Kallaroo,Joondalup,Western Australia
2148,Ocean Reef,Joondalup,Western Australia
2149,Padbury,Joondalup,Western Australia
2150,Sorrento,Joondalup,Western Australia
2151,Marmion,Joondalup,Western Australia
2152,Woodvale,Joondalup,Western Australia
2153,Balcatta,Stirling,Western Australia
2154,Hamersley,Stirling,Western Australia
2155,Balga,Stirling,Western Australia
2156,Mirrabooka,Stirling,Western Australia
2157,Herdsman,Stirling,Western Australia
2158,Innaloo,Stirling,Western Australia
2159,Doubleview,Stirling,Western Australia
2160,Karrinyup,Stirling,Western Australia
2161,Gwelup,Stirling,Western Australia
2162,Carine,Stirling,Western Australia
2163,Nollamara,Stirling,Western Australia
2164,Westminster,Stirling,Western Australia
2165,Osborne Park,Stirling,Western Australia
2166,Trigg,Stirling,Western Australia
2167,North Beach,Stirling,Western Australia
2168,Watermans Bay,Stirling,Western Australia
2169,Tuart Hill,Stirling,Western Australia
2170,Joondanna,Stirling,Western Australia
2171,Wembley Downs,Stirling,Western Australia
2172,Churchlands,Stirling,Western Australia
2173,Woodlands,Stirling,Western Australia
2174,Yokine,Stirling,Western Australia
2175,Coolbinia,Stirling,Western Australia
2176,Menora,Stirling,Western Australia
2177,Dianella,Stirling,Western Australia
2178,Alexander Heights,Wanneroo,Western Australia
2179,Koondoola,Wanneroo,Western Australia
2180,Butler,Wanneroo,Western Australia
2181,Merriwa,Wanneroo,Western Australia
2182,Ridgewood,Wanneroo,Western Australia
2183,Carramar,Wanneroo,Western Australia
2184,Clarkson,Wanneroo,Western Australia
2185,Girrawheen,Wanneroo,Western Australia
2186,Marangaroo,Wanneroo,Western Australia
2187,Mindarie,Wanneroo,Western Australia
2188,Quinns Rocks,Wanneroo,Western Australia
2189,Tapping,Wanneroo,Western Australia
2190,Ashby,Wanneroo,Western Australia
2191,Sinagra,Wanneroo,Western Australia
2192,Alkimos,Wanneroo,Western Australia
2193,Eglinton,Bathurst Regional,New South Wales
2194,Carabooda,Wanneroo,Western Australia
2195,Pinjar,Wanneroo,Western Australia
2196,Two Rocks,Wanneroo,Western Australia
2197,Yanchep,Wanneroo,Western Australia
2198,Hocking,Wanneroo,Western Australia
2199,Pearsall,Wanneroo,Western Australia
2200,Landsdale,Wanneroo,Western Australia
2201,Madeley,Wanneroo,Western Australia
2202,Darch,Wanneroo,Western Australia
2203,Wanneroo,Wanneroo,Western Australia
2204,Wungong,Armadale,Western Australia
2205,Brookdale,Armadale,Western Australia
2206,Ashendon,Armadale,Western Australia
2207,Lesley,Armadale,Western Australia
2208,Camillo,Armadale,Western Australia
2209,Champion Lakes,Armadale,Western Australia
2210,Kelmscott,Armadale,Western Australia
2211,Mount Nasura,Armadale,Western Australia
2212,Mount Richon,Armadale,Western Australia
2213,Bedfordale,Armadale,Western Australia
2214,Roleystone,Armadale,Western Australia
2215,Seville Grove,Armadale,Western Australia
2216,Harrisdale,Armadale,Western Australia
2217,Piara Waters,Armadale,Western Australia
2218,Forrestdale,Armadale,Western Australia
2219,East Victoria Park,Victoria Park,Western Australia
2220,Carlisle,Victoria Park,Western Australia
2221,Perth Airport,Belmont,Western Australia
2222,Victoria Park,Victoria Park,Western Australia
2223,Lathlain,Victoria Park,Western Australia
2224,Burswood,Victoria Park,Western Australia
2225,Cloverdale,Belmont,Western Australia
2226,Kewdale,Belmont,Western Australia
2227,Rivervale,Belmont,Western Australia
2228,Bentley,Canning,Western Australia
2229,Wilson,Canning,Western Australia
2230,St James,Canning,Western Australia
2231,Canning Vale,Canning,Western Australia
2232,Cannington,Canning,Western Australia
2233,Queens Park,Canning,Western Australia
2234,Ferndale,Canning,Western Australia
2235,Lynwood,Canning,Western Australia
2236,Riverton,Canning,Western Australia
2237,Shelley,Canning,Western Australia
2238,Rossmoyne,Canning,Western Australia
2239,Welshpool,South Gippsland,Victoria
2240,Willetton,Canning,Western Australia
2241,Beckenham,Gosnells,Western Australia
2242,Kenwick,Gosnells,Western Australia
2243,Langford,Gosnells,Western Australia
2244,Gosnells,Gosnells,Western Australia
2245,Southern River,Gosnells,Western Australia
2246,Maddington,Gosnells,Western Australia
2247,Orange Grove,Gosnells,Western Australia
2248,Martin,Gosnells,Western Australia
2249,Thornlie,Gosnells,Western Australia
2250,Forrestfield,Kalamunda,Western Australia
2251,High Wycombe,Kalamunda,Western Australia
2252,Kalamunda,Kalamunda,Western Australia
2253,Maida Vale,Kalamunda,Western Australia
2254,Gooseberry Hill,Kalamunda,Western Australia
2255,Lesmurdie,Kalamunda,Western Australia
2256,Bickley,Kalamunda,Western Australia
2257,Carmel,Kalamunda,Western Australia
2258,Byford,Serpentine-Jarrahdale,Western Australia
2259,Mundijong,Serpentine-Jarrahdale,Western Australia
2260,Serpentine,Serpentine-Jarrahdale,Western Australia
2261,Jarrahdale,Serpentine-Jarrahdale,Western Australia
2262,Manning,South Perth,Western Australia
2263,South Perth,South Perth,Western Australia
2264,Banjup,Cockburn,Western Australia
2265,Bibra Lake,Cockburn,Western Australia
2266,Coolbellup,Cockburn,Western Australia
2267,Hamilton Hill,Cockburn,Western Australia
2268,Henderson,Cockburn,Western Australia
2269,North Coogee,Cockburn,Western Australia
2270,South Lake,Cockburn,Western Australia
2271,Cockburn Central,Cockburn,Western Australia
2272,Spearwood,Cockburn,Western Australia
2273,Success,Cockburn,Western Australia
2274,Hammond Park,Cockburn,Western Australia
2275,Yangebup,Cockburn,Western Australia
2276,Beeliar,Cockburn,Western Australia
2277,Wattleup,Cockburn,Western Australia
2278,Jandakot,Cockburn,Western Australia
2279,East Fremantle,East Fremantle,Western Australia
2280,Fremantle,Fremantle,Western Australia
2281,Bertram,Kwinana,Western Australia
2282,Calista,Kwinana,Western Australia
2283,Postans,Kwinana,Western Australia
2284,Parmelia,Kwinana,Western Australia
2285,Orelia,Kwinana,Western Australia
2286,Casuarina,Tweed,New South Wales
2287,Wandi,Kwinana,Western Australia
2288,Applecross,Melville,Western Australia
2289,Ardross,Melville,Western Australia
2290,Bateman,Melville,Western Australia
2291,Bicton,Melville,Western Australia
2292,Palmyra,Melville,Western Australia
2293,Booragoon,Melville,Western Australia
2294,Bull Creek,Melville,Western Australia
2295,Leeming,Melville,Western Australia
2296,Melville,Melville,Western Australia
2297,Murdoch,Melville,Western Australia
2298,Kardinya,Melville,Western Australia
2299,Willagee,Melville,Western Australia
2300,Winthrop,Melville,Western Australia
2301,Cooloongup,Rockingham,Western Australia
2302,Port Kennedy,Rockingham,Western Australia
2303,Rockingham,Rockingham,Western Australia
2304,Safety Bay,Rockingham,Western Australia
2305,Shoalwater,Rockingham,Western Australia
2306,Golden Bay,Rockingham,Western Australia
2307,Secret Harbour,Rockingham,Western Australia
2308,Waikiki,Rockingham,Western Australia
2309,Warnbro,Rockingham,Western Australia
2310,Baldivis,Rockingham,Western Australia
2311,Karnup,Rockingham,Western Australia
2312,Albany,Albany,Western Australia
2313,Bayonet Head,Albany,Western Australia
2314,Lower King,Albany,Western Australia
2315,Denmark,Denmark,Western Australia
2316,Gnowangerup,Gnowangerup,Western Australia
2317,Katanning,Katanning,Western Australia
2318,Kojonup,Kojonup,Western Australia
2319,Little Grove,Albany,Western Australia
2320,Elleker,Albany,Western Australia
2321,McKail,Albany,Western Australia
2322,Willyung,Albany,Western Australia
2323,Stirling Range National Park,Plantagenet,Western Australia
2324,Chittering,Chittering,Western Australia
2325,Cunderdin,Cunderdin,Western Australia
2326,Dowerin,Dowerin,Western Australia
2327,Gingin,Gingin,Western Australia
2328,Dandaragan,Dandaragan,Western Australia
2329,Merredin,Merredin,Western Australia
2330,Moora,Moora,Western Australia
2331,Mukinbudin,Mukinbudin,Western Australia
2332,Northam,Northam,Western Australia
2333,Toodyay,Toodyay,Western Australia
2334,York,York,Western Australia
2335,Brookton,Brookton,Western Australia
2336,Kulin,Kulin,Western Australia
2337,Murray,Townsville,Queensland
2338,Narrogin,Narrogin,Western Australia
2339,Wagin,Wagin,Western Australia
2340,Broome,Broome,Western Australia
2341,Derby,Derby-West Kimberley,Western Australia
2342,Halls Creek,Halls Creek,Western Australia
2343,Kununurra,Wyndham-East Kimberley,Western Australia
2344,Roebuck,Broome,Western Australia
2345,Newman,East Pilbara,Western Australia
2346,Port Hedland,Port Hedland,Western Australia
2347,South Hedland,Port Hedland,Western Australia
2348,Karratha,Karratha,Western Australia
2349,Roebourne,Karratha,Western Australia
2350,Esperance,Esperance,Western Australia
2351,Carnarvon,Carnarvon,Western Australia
2352,Exmouth,Exmouth,Western Australia
2353,Boulder,Kalgoorlie/Boulder,Western Australia
2354,Kalgoorlie,Kalgoorlie/Boulder,Western Australia
2355,Coolgardie,Coolgardie,Western Australia
2356,Norseman,Dundas,Western Australia
2357,Leinster,Leonora,Western Australia
2358,Leonora,Leonora,Western Australia
2359,Geraldton,Greater Geraldton,Western Australia
2360,Irwin,Irwin,Western Australia
2361,Meekatharra,Meekatharra,Western Australia
2362,Morawa,Morawa,Western Australia
2363,Northampton,Northampton,Western Australia
2364,Mullewa,Greater Geraldton,Western Australia
2365,Greenough,Greater Geraldton,Western Australia
2366,Bridgewater,Brighton,Tasmania
2367,Gagebrook,Brighton,Tasmania
2368,Brighton,Bayside,Victoria
2369,Pontville,Brighton,Tasmania
2370,Old Beach,Brighton,Tasmania
2371,Otago,Clarence,Tasmania
2372,Bellerive,Clarence,Tasmania
2373,Rosny,Clarence,Tasmania
2374,Cambridge,Clarence,Tasmania
2375,Geilston Bay,Clarence,Tasmania
2376,Risdon,Clarence,Tasmania
2377,Howrah,Clarence,Tasmania
2378,Tranmere,Campbelltown,South Australia
2379,Lindisfarne,Clarence,Tasmania
2380,Warrane,Clarence,Tasmania
2381,Risdon Vale,Clarence,Tasmania
2382,Rokeby,Clarence,Tasmania
2383,South Arm,Clarence,Tasmania
2384,Austins Ferry,Glenorchy,Tasmania
2385,Granton,Derwent Valley,Tasmania
2386,Berriedale,Glenorchy,Tasmania
2387,Chigwell,Glenorchy,Tasmania
2388,Derwent Park,Glenorchy,Tasmania
2389,Lutana,Glenorchy,Tasmania
2390,Glenorchy,Glenorchy,Tasmania
2391,Rosetta,Glenorchy,Tasmania
2392,Moonah,Glenorchy,Tasmania
2393,New Norfolk,Derwent Valley,Tasmania
2394,West Moonah,Glenorchy,Tasmania
2395,Huntingfield,Kingborough,Tasmania
2396,Kingston Beach,Kingborough,Tasmania
2397,Blackmans Bay,Kingborough,Tasmania
2398,Snug,Kingborough,Tasmania
2399,Taroona,Kingborough,Tasmania
2400,Bonnet Hill,Kingborough,Tasmania
2401,Hobart,Hobart,Tasmania
2402,Lenah Valley,Hobart,Tasmania
2403,Mount Stuart,Hobart,Tasmania
2404,Mount Nelson,Hobart,Tasmania
2405,Dynnyrne,Hobart,Tasmania
2406,New Town,Hobart,Tasmania
2407,Sandy Bay,Hobart,Tasmania
2408,South Hobart,Hobart,Tasmania
2409,Fern Tree,Hobart,Tasmania
2410,West Hobart,Hobart,Tasmania
2411,Dodges Ferry,Sorell,Tasmania
2412,Sorell,Sorell,Tasmania
2413,Kings Meadows,Launceston,Tasmania
2414,Launceston,Launceston,Tasmania
2415,Legana,West Tamar,Tasmania
2416,Mowbray,Launceston,Tasmania
2417,Newnham,Launceston,Tasmania
2418,Prospect Vale,Meander Valley,Tasmania
2419,Blackstone,Ipswich,Queensland
2420,Ravenswood,Launceston,Tasmania
2421,Riverside,West Tamar,Tasmania
2422,South Launceston,Launceston,Tasmania
2423,Summerhill,Launceston,Tasmania
2424,Trevallyn,West Tamar,Tasmania
2425,Waverley,Waverley,New South Wales
2426,West Launceston,Launceston,Tasmania
2427,Youngtown,Launceston,Tasmania
2428,Relbia,Launceston,Tasmania
2429,Beauty Point,West Tamar,Tasmania
2430,Deloraine,Meander Valley,Tasmania
2431,Grindelwald,West Tamar,Tasmania
2432,Lanena,West Tamar,Tasmania
2433,Hadspen,Meander Valley,Tasmania
2434,Carrick,Meander Valley,Tasmania
2435,Westbury,Meander Valley,Tasmania
2436,Dilston,Launceston,Tasmania
2437,George Town,George Town,Tasmania
2438,Perth,Perth,Western Australia
2439,Evandale,Norwood Payneham St Peters,South Australia
2440,St Helens,Break O'Day,Tasmania
2441,Scamander,Break O'Day,Tasmania
2442,Scottsdale,Dorset,Tasmania
2443,Bridport,Dorset,Tasmania
2444,Kettering,Kingborough,Tasmania
2445,Cygnet,Huon Valley,Tasmania
2446,Geeveston,Huon Valley,Tasmania
2447,Dover,Huon Valley,Tasmania
2448,Huonville,Huon Valley,Tasmania
2449,Franklin,ACT,Australian Capital Territory
2450,Triabunna,Glamorgan/Spring Bay,Tasmania
2451,Bicheno,Glamorgan/Spring Bay,Tasmania
2452,Acton,ACT,Australian Capital Territory
2453,Upper Burnie,Burnie,Tasmania
2454,Burnie,Burnie,Tasmania
2455,Wivenhoe,Burnie,Tasmania
2456,Parklands,Burnie,Tasmania
2457,Camdale,Burnie,Tasmania
2458,Penguin,Central Coast,Tasmania
2459,Sulphur Creek,Central Coast,Tasmania
2460,Romaine,Burnie,Tasmania
2461,Havenview,Burnie,Tasmania
2462,Somerset,Waratah/Wynyard,Tasmania
2463,Ulverstone,Central Coast,Tasmania
2464,West Ulverstone,Central Coast,Tasmania
2465,Wynyard,Waratah/Wynyard,Tasmania
2466,Devonport,Devonport,Tasmania
2467,East Devonport,Devonport,Tasmania
2468,Latrobe,Latrobe,Tasmania
2469,Miandetta,Devonport,Tasmania
2470,Don,Devonport,Tasmania
2471,Port Sorell,Latrobe,Tasmania
2472,Quoiba,Devonport,Tasmania
2473,Spreyton,Devonport,Tasmania
2474,Sheffield,Kentish,Tasmania
2475,Railton,Kentish,Tasmania
2476,Turners Beach,Central Coast,Tasmania
2477,Forth,Central Coast,Tasmania
2478,Smithton,Circular Head,Tasmania
2479,Darwin City,Darwin,Northern Territory
2480,East Point,Darwin,Northern Territory
2481,Fannie Bay,Darwin,Northern Territory
2482,The Gardens,Darwin,Northern Territory
2483,Larrakeyah,Darwin,Northern Territory
2484,Ludmilla,Darwin,Northern Territory
2485,The Narrows,Darwin,Northern Territory
2486,Parap,Darwin,Northern Territory
2487,Stuart Park,Darwin,Northern Territory
2488,Woolner,Darwin,Northern Territory
2489,Winnellie,Darwin,Northern Territory
2490,Alawa,Darwin,Northern Territory
2491,Anula,Darwin,Northern Territory
2492,Berrimah,Darwin,Northern Territory
2493,Brinkin,Darwin,Northern Territory
2494,Nakara,Darwin,Northern Territory
2495,Buffalo Creek,Darwin,Northern Territory
2496,Charles Darwin,NT,Northern Territory
2497,Coconut Grove,Darwin,Northern Territory
2498,Jingili,Darwin,Northern Territory
2499,Karama,Darwin,Northern Territory
2500,Leanyer,Darwin,Northern Territory
2501,Malak,Darwin,Northern Territory
2502,Marrara,Darwin,Northern Territory
2503,Millner,Darwin,Northern Territory
2504,Moil,Darwin,Northern Territory
2505,Nightcliff,Darwin,Northern Territory
2506,Rapid Creek,Darwin,Northern Territory
2507,Tiwi,Darwin,Northern Territory
2508,Wagaman,Darwin,Northern Territory
2509,Wanguri,Darwin,Northern Territory
2510,Wulagi,Darwin,Northern Territory
2511,Howard Springs,Litchfield,Northern Territory
2512,Humpty Doo,Litchfield,Northern Territory
2513,Koolpinyah,Litchfield,Northern Territory
2514,Weddell,Litchfield,Northern Territory
2515,Bakewell,Palmerston,Northern Territory
2516,Driver,Palmerston,Northern Territory
2517,Marlow Lagoon,Palmerston,Northern Territory
2518,Gray,Palmerston,Northern Territory
2519,Moulden,Palmerston,Northern Territory
2520,Palmerston,ACT,Australian Capital Territory
2521,Bellamack,Palmerston,Northern Territory
2522,Woodroffe,Palmerston,Northern Territory
2523,East Side,Alice Springs,Northern Territory
2524,Larapinta,Alice Springs,Northern Territory
2525,Mount Johns,Alice Springs,Northern Territory
2526,Petermann,MacDonnell,Northern Territory
2527,Simpson,Corangamite,Victoria
2528,Ross,Alice Springs,Northern Territory
2529,Sandover,Barkly,Northern Territory
2530,Tanami,Halls Creek,Western Australia
2531,Yuendumu,Central Desert,Northern Territory
2532,Anmatjere,Central Desert,Northern Territory
2533,Barkly,Pyrenees,Victoria
2534,Tennant Creek,Barkly,Northern Territory
2535,Thamarrurr,West Daly,Northern Territory
2536,Tiwi Islands,Tiwi Islands,Northern Territory
2537,West Arnhem,West Arnhem,Northern Territory
2538,Anindilyakwa,East Arnhem,Northern Territory
2539,East Arnhem,East Arnhem,Northern Territory
2540,Nhulunbuy,East Arnhem,Northern Territory
2541,Elsey,Roper Gulf,Northern Territory
2542,Katherine,Katherine,Northern Territory
2543,Victoria River,Victoria Daly,Northern Territory
2544,Aranda,ACT,Australian Capital Territory
2545,Belconnen,ACT,Australian Capital Territory
2546,Bruce,ACT,Australian Capital Territory
2547,Charnwood,ACT,Australian Capital Territory
2548,Cook,ACT,Australian Capital Territory
2549,Dunlop,ACT,Australian Capital Territory
2550,Evatt,ACT,Australian Capital Territory
2551,Florey,ACT,Australian Capital Territory
2552,Giralang,ACT,Australian Capital Territory
2553,Hawker,ACT,Australian Capital Territory
2554,Higgins,ACT,Australian Capital Territory
2555,Holt,ACT,Australian Capital Territory
2556,Kaleen,ACT,Australian Capital Territory
2557,Latham,ACT,Australian Capital Territory
2558,Macquarie,ACT,Australian Capital Territory
2559,McKellar,ACT,Australian Capital Territory
2560,Melba,ACT,Australian Capital Territory
2561,Page,ACT,Australian Capital Territory
2562,Scullin,ACT,Australian Capital Territory
2563,Spence,ACT,Australian Capital Territory
2564,Weetangera,ACT,Australian Capital Territory
2565,Hume,ACT,Australian Capital Territory
2566,Canberra Airport,ACT,Australian Capital Territory
2567,Amaroo,ACT,Australian Capital Territory
2568,Bonner,ACT,Australian Capital Territory
2569,Casey,ACT,Australian Capital Territory
2570,Crace,ACT,Australian Capital Territory
2571,Forde,ACT,Australian Capital Territory
2572,Gungahlin,ACT,Australian Capital Territory
2573,Hall,ACT,Australian Capital Territory
2574,Harrison,ACT,Australian Capital Territory
2575,Mitchell,Bathurst Regional,New South Wales
2576,Ngunnawal,ACT,Australian Capital Territory
2577,Nicholls,ACT,Australian Capital Territory
2578,Jacka,ACT,Australian Capital Territory
2579,Moncrieff,ACT,Australian Capital Territory
2580,Throsby,ACT,Australian Capital Territory
2581,Ainslie,ACT,Australian Capital Territory
2582,Braddon,ACT,Australian Capital Territory
2583,Dickson,ACT,Australian Capital Territory
2584,Downer,ACT,Australian Capital Territory
2585,Hackett,ACT,Australian Capital Territory
2586,Lyneham,ACT,Australian Capital Territory
2587,Turner,ACT,Australian Capital Territory
2588,Watson,ACT,Australian Capital Territory
2589,Black Mountain,Noosa,Queensland
2590,Campbell,ACT,Australian Capital Territory
2591,Reid,ACT,Australian Capital Territory
2592,Deakin,ACT,Australian Capital Territory
2593,Forrest,ACT,Australian Capital Territory
2594,Narrabundah,ACT,Australian Capital Territory
2595,Yarralumla,ACT,Australian Capital Territory
2596,Barton,ACT,Australian Capital Territory
2597,Fyshwick,ACT,Australian Capital Territory
2598,Banks,ACT,Australian Capital Territory
2599,Bonython,ACT,Australian Capital Territory
2600,Calwell,ACT,Australian Capital Territory
2601,Chisholm,ACT,Australian Capital Territory
2602,Conder,ACT,Australian Capital Territory
2603,Fadden,ACT,Australian Capital Territory
2604,Gilmore,ACT,Australian Capital Territory
2605,Greenway,ACT,Australian Capital Territory
2606,Isabella Plains,ACT,Australian Capital Territory
2607,Kambah,ACT,Australian Capital Territory
2608,Macarthur,ACT,Australian Capital Territory
2609,Monash,ACT,Australian Capital Territory
2610,Mount Taylor,East Gippsland,Victoria
2611,Richardson,ACT,Australian Capital Territory
2612,Theodore,ACT,Australian Capital Territory
2613,Wanniassa,ACT,Australian Capital Territory
2614,Chapman,ACT,Australian Capital Territory
2615,Duffy,ACT,Australian Capital Territory
2616,Fisher,ACT,Australian Capital Territory
2617,Holder,ACT,Australian Capital Territory
2618,Rivett,ACT,Australian Capital Territory
2619,Waramanga,ACT,Australian Capital Territory
2620,Weston,Cessnock,New South Wales
2621,Curtin,ACT,Australian Capital Territory
2622,Farrer,ACT,Australian Capital Territory
2623,Garran,ACT,Australian Capital Territory
2624,Hughes,ACT,Australian Capital Territory
2625,Isaacs,ACT,Australian Capital Territory
2626,Mawson,ACT,Australian Capital Territory
2627,O'Malley,ACT,Australian Capital Territory
2628,Pearce,ACT,Australian Capital Territory
2629,Phillip,ACT,Australian Capital Territory
2630,Torrens,ACT,Australian Capital Territory
2631,Coombs,ACT,Australian Capital Territory
2632,Denman Prospect,ACT,Australian Capital Territory
2633,Wright,ACT,Australian Capital Territory
2634,Christmas Island,Unincorp. Other Territories,Other Territories
2635,Jervis Bay,Unincorp. Other Territories,Other Territories
2636,Norfolk Island,Unincorp. Other Territories,Other Territories
2637,East Jindabyne,Snowy Monaro Regional,New South Wales
2638,North Batemans Bay,Eurobodalla,New South Wales
2639,North Narooma,Eurobodalla,New South Wales
2640,North Gosford,Central Coast,New South Wales
2641,East Gosford,Central Coast,New South Wales
2642,West Gosford,Central Coast,New South Wales
2643,South Springfield,Dorset,Tasmania
2644,South Bathurst,Bathurst Regional,New South Wales
2645,West Bathurst,Bathurst Regional,New South Wales
2646,South Grafton,Clarence Valley,New South Wales
2647,South Maclean,Logan,Queensland
2648,North Dorrigo,Bellingen,New South Wales
2649,North Bourke,Bourke,New South Wales
2650,East Branxton,Cessnock,New South Wales
2651,South Maitland,Maitland,New South Wales
2652,East Seaham,Port Stephens,New South Wales
2653,East Corrimal,Wollongong,New South Wales
2654,North Wollongong,Wollongong,New South Wales
2655,West Wollongong,Wollongong,New South Wales
2656,East Kempsey,Kempsey,New South Wales
2657,South Kempsey,Kempsey,New South Wales
2658,West Kempsey,Kempsey,New South Wales
2659,North Macksville,Nambucca,New South Wales
2660,North Albury,Albury,New South Wales
2661,East Albury,Albury,New South Wales
2662,South Albury,Albury,New South Wales
2663,West Albury,Albury,New South Wales
2664,North Tamworth,Tamworth Regional,New South Wales
2665,East Tamworth,Tamworth Regional,New South Wales
2666,South Tamworth,Tamworth Regional,New South Wales
2667,West Tamworth,Tamworth Regional,New South Wales
2668,South Dudley,Bass Coast,Victoria
2669,East Ballina,Ballina,New South Wales
2670,South Ballina,Ballina,New South Wales
2671,West Ballina,Ballina,New South Wales
2672,North Casino,Richmond Valley,New South Wales
2673,North Lismore,Lismore,New South Wales
